Death by Date of Death,Total Cases by Date of Specimen collection,Total Molecular Cases by Date of Specimen Collection,County,Date,Total Antigen Cases by Date of Specimen Collection
0,18,50,Cabarrus,2021-04-23,18
1,15,32,Cabarrus,2021-04-28,15
1,5,22,Cabarrus,2021-05-02,5
1,17,29,Cabarrus,2021-05-03,17
0,4,25,Cabarrus,2021-05-11,4
0,9,16,Cabarrus,2021-05-12,9
1,2,5,Cabarrus,2021-05-15,2
0,8,9,Cabarrus,2021-05-17,8
1,8,15,Cabarrus,2021-05-19,8
0,5,11,Cabarrus,2021-05-21,5
0,3,5,Cabarrus,2021-05-23,3
0,4,6,Cabarrus,2021-06-02,4
0,2,8,Cabarrus,2021-06-03,2
0,3,6,Cabarrus,2021-06-06,3
0,4,11,Cabarrus,2021-06-08,4
0,4,5,Cabarrus,2021-06-11,4
0,3,6,Cabarrus,2021-06-13,3
0,4,9,Cabarrus,2021-06-15,4
0,2,5,Cabarrus,2021-06-19,2
0,3,10,Cabarrus,2021-06-24,3
0,3,3,Cabarrus,2021-06-26,3
0,6,7,Cabarrus,2021-06-30,6
0,1,9,Cabarrus,2021-07-01,1
1,1,11,Cabarrus,2021-07-03,1
0,0,10,Cabarrus,2021-07-04,0
1,8,25,Cabarrus,2021-07-09,8
0,5,12,Cabarrus,2021-07-10,5
0,8,16,Cabarrus,2021-07-15,8
0,9,27,Cabarrus,2021-07-25,9
0,27,75,Cabarrus,2021-07-26,27
1,13,87,Cabarrus,2021-07-29,13
0,10,48,Cabarrus,2021-08-01,10
0,23,92,Cabarrus,2021-08-04,23
0,20,96,Cabarrus,2021-08-05,20
0,11,85,Cabarrus,2021-08-07,11
0,31,122,Cabarrus,2021-08-11,31
0,28,128,Cabarrus,2021-08-17,28
0,31,169,Cabarrus,2021-08-20,31
3,18,87,Cabarrus,2021-08-21,18
1,22,174,Cabarrus,2021-08-27,22
0,12,79,Cabarrus,2021-08-28,12
0,11,86,Cabarrus,2021-08-29,11
1,35,185,Cabarrus,2021-09-07,35
1,33,141,Cabarrus,2021-09-09,33
2,30,136,Cabarrus,2021-09-10,30
0,6,60,Cabarrus,2021-09-12,6
0,30,147,Cabarrus,2021-09-13,30
1,33,132,Cabarrus,2021-09-15,33
1,19,59,Cabarrus,2021-09-16,19
0,6,4,Caldwell,2021-03-26,6
0,0,3,Caldwell,2021-03-27,0
0,1,5,Caldwell,2021-04-03,1
0,3,11,Caldwell,2021-04-05,3
0,5,11,Caldwell,2021-04-08,5
0,3,6,Caldwell,2021-04-09,3
0,0,4,Caldwell,2021-04-10,0
0,3,3,Caldwell,2021-04-11,3
0,4,0,Caldwell,2021-04-23,4
0,1,8,Caldwell,2021-04-28,1
0,4,1,Caldwell,2021-05-02,4
0,9,4,Caldwell,2021-05-03,9
0,8,1,Caldwell,2021-05-11,8
0,2,3,Caldwell,2021-05-12,2
0,0,1,Caldwell,2021-05-15,0
0,3,6,Caldwell,2021-05-17,3
0,1,3,Caldwell,2021-05-19,1
0,1,1,Caldwell,2021-05-21,1
0,1,0,Caldwell,2021-05-23,1
0,2,1,Caldwell,2021-06-02,2
0,1,2,Caldwell,2021-06-03,1
0,1,0,Caldwell,2021-06-06,1
0,0,5,Caldwell,2021-06-08,0
0,0,4,Caldwell,2021-06-11,0
0,2,0,Caldwell,2021-06-13,2
0,1,0,Caldwell,2021-06-15,1
0,0,0,Caldwell,2021-06-19,0
0,1,1,Caldwell,2021-06-24,1
0,0,0,Caldwell,2021-06-26,0
0,0,1,Caldwell,2021-06-30,0
0,2,0,Caldwell,2021-07-01,2
0,0,2,Caldwell,2021-07-03,0
0,0,3,Caldwell,2021-07-04,0
0,0,1,Caldwell,2021-07-09,0
0,0,3,Caldwell,2021-07-10,0
0,2,5,Caldwell,2021-07-15,2
0,0,10,Caldwell,2021-07-25,0
0,7,23,Caldwell,2021-07-26,7
0,3,19,Caldwell,2021-07-29,3
0,0,10,Caldwell,2021-08-01,0
0,5,19,Caldwell,2021-08-04,5
0,6,30,Caldwell,2021-08-05,6
0,1,16,Caldwell,2021-08-07,1
0,7,31,Caldwell,2021-08-11,7
0,8,39,Caldwell,2021-08-17,8
0,5,38,Caldwell,2021-08-20,5
0,6,27,Caldwell,2021-08-21,6
0,2,47,Caldwell,2021-08-27,2
0,1,26,Caldwell,2021-08-28,1
0,2,36,Caldwell,2021-08-29,2
0,7,97,Caldwell,2021-09-07,7
0,11,47,Caldwell,2021-09-09,11
0,4,58,Caldwell,2021-09-10,4
0,4,41,Caldwell,2021-09-12,4
0,21,73,Caldwell,2021-09-13,21
0,5,47,Caldwell,2021-09-15,5
0,6,47,Caldwell,2021-09-16,6
0,0,0,Camden,2021-03-26,0
0,0,0,Camden,2021-03-27,0
0,0,1,Camden,2021-04-03,0
0,0,0,Camden,2021-04-05,0
0,0,0,Camden,2021-04-08,0
0,0,0,Camden,2021-04-09,0
0,0,0,Camden,2021-04-10,0
0,0,1,Camden,2021-04-11,0
0,0,1,Camden,2021-04-23,0
0,0,3,Camden,2021-04-28,0
0,0,1,Camden,2021-05-02,0
0,0,0,Camden,2021-05-03,0
0,0,1,Camden,2021-05-11,0
0,1,0,Camden,2021-05-12,1
0,0,2,Camden,2021-05-15,0
0,3,0,Camden,2021-05-17,3
0,0,1,Camden,2021-05-19,0
0,0,0,Camden,2021-05-21,0
0,0,0,Camden,2021-05-23,0
0,0,0,Camden,2021-06-02,0
0,0,0,Camden,2021-06-03,0
0,0,0,Camden,2021-06-06,0
0,0,0,Camden,2021-06-08,0
0,0,0,Camden,2021-06-11,0
0,0,0,Camden,2021-06-13,0
0,0,4,Camden,2021-06-15,0
0,0,0,Camden,2021-06-19,0
0,0,0,Camden,2021-06-24,0
0,0,0,Camden,2021-06-26,0
0,0,0,Camden,2021-06-30,0
0,0,0,Camden,2021-07-01,0
0,0,0,Camden,2021-07-03,0
0,0,1,Camden,2021-07-04,0
0,0,0,Camden,2021-07-09,0
0,0,0,Camden,2021-07-10,0
0,0,0,Camden,2021-07-15,0
0,0,0,Camden,2021-07-25,0
0,0,0,Camden,2021-07-26,0
0,1,2,Camden,2021-07-29,1
0,0,0,Camden,2021-08-01,0
0,1,1,Camden,2021-08-04,1
0,1,0,Camden,2021-08-05,1
0,0,2,Camden,2021-08-07,0
0,1,10,Camden,2021-08-11,1
0,0,2,Camden,2021-08-17,0
0,1,10,Camden,2021-08-20,1
0,0,3,Camden,2021-08-21,0
0,0,3,Camden,2021-08-27,0
0,1,6,Camden,2021-08-28,1
0,0,5,Camden,2021-08-29,0
0,2,10,Camden,2021-09-07,2
0,3,3,Camden,2021-09-09,3
0,2,7,Camden,2021-09-10,2
0,0,6,Camden,2021-09-12,0
0,5,10,Camden,2021-09-13,5
0,1,3,Camden,2021-09-15,1
0,0,10,Camden,2021-09-16,0
2,2,5,Carteret,2021-03-26,2
0,0,2,Carteret,2021-03-27,0
0,2,12,Carteret,2021-04-03,2
0,10,9,Carteret,2021-04-05,10
0,6,8,Carteret,2021-04-08,6
0,3,13,Carteret,2021-04-09,3
1,0,7,Carteret,2021-04-10,0
0,2,5,Carteret,2021-04-11,2
0,5,4,Carteret,2021-04-23,5
1,3,5,Carteret,2021-04-28,3
0,3,4,Carteret,2021-05-02,3
1,12,5,Carteret,2021-05-03,12
0,4,3,Carteret,2021-05-11,4
0,3,1,Carteret,2021-05-12,3
0,0,1,Carteret,2021-05-15,0
0,6,3,Carteret,2021-05-17,6
0,0,4,Carteret,2021-05-19,0
0,2,0,Carteret,2021-05-21,2
1,0,1,Carteret,2021-05-23,0
0,1,2,Carteret,2021-06-02,1
0,2,0,Carteret,2021-06-03,2
0,1,0,Carteret,2021-06-06,1
0,2,4,Carteret,2021-06-08,2
0,2,2,Carteret,2021-06-11,2
0,1,0,Carteret,2021-06-13,1
0,2,1,Carteret,2021-06-15,2
0,0,3,Carteret,2021-06-19,0
0,4,2,Carteret,2021-06-24,4
0,0,0,Carteret,2021-06-26,0
0,1,0,Carteret,2021-06-30,1
0,0,1,Carteret,2021-07-01,0
0,1,0,Carteret,2021-07-03,1
1,0,0,Carteret,2021-07-04,0
0,2,1,Carteret,2021-07-09,2
0,1,2,Carteret,2021-07-10,1
0,4,1,Carteret,2021-07-15,4
0,0,5,Carteret,2021-07-25,0
0,8,10,Carteret,2021-07-26,8
0,6,19,Carteret,2021-07-29,6
0,2,9,Carteret,2021-08-01,2
0,11,11,Carteret,2021-08-04,11
0,21,21,Carteret,2021-08-05,21
0,14,9,Carteret,2021-08-07,14
0,18,22,Carteret,2021-08-11,18
0,12,36,Carteret,2021-08-17,12
0,18,27,Carteret,2021-08-20,18
0,14,10,Carteret,2021-08-21,14
0,12,32,Carteret,2021-08-27,12
0,6,16,Carteret,2021-08-28,6
0,7,8,Carteret,2021-08-29,7
0,22,44,Carteret,2021-09-07,22
0,24,50,Carteret,2021-09-09,24
0,12,42,Carteret,2021-09-10,12
0,9,12,Carteret,2021-09-12,9
0,34,40,Carteret,2021-09-13,34
0,15,25,Carteret,2021-09-15,15
0,10,21,Carteret,2021-09-16,10
0,1,3,Caswell,2021-03-26,1
0,0,2,Caswell,2021-03-27,0
0,0,6,Caswell,2021-04-03,0
0,0,2,Caswell,2021-04-05,0
0,0,2,Caswell,2021-04-08,0
0,0,5,Caswell,2021-04-09,0
0,1,1,Caswell,2021-04-10,1
0,0,1,Caswell,2021-04-11,0
0,0,2,Caswell,2021-04-23,0
0,1,3,Caswell,2021-04-28,1
0,0,0,Caswell,2021-05-02,0
0,0,5,Caswell,2021-05-03,0
0,0,0,Caswell,2021-05-11,0
0,0,0,Caswell,2021-05-12,0
0,0,0,Caswell,2021-05-15,0
0,1,0,Caswell,2021-05-17,1
0,0,0,Caswell,2021-05-19,0
0,0,1,Caswell,2021-05-21,0
0,0,0,Caswell,2021-05-23,0
0,0,0,Caswell,2021-06-02,0
0,0,1,Caswell,2021-06-03,0
0,0,0,Caswell,2021-06-06,0
0,0,0,Caswell,2021-06-08,0
0,0,1,Caswell,2021-06-11,0
0,0,1,Caswell,2021-06-13,0
0,0,1,Caswell,2021-06-15,0
0,0,0,Caswell,2021-06-19,0
0,0,0,Caswell,2021-06-24,0
0,0,1,Caswell,2021-06-26,0
0,2,0,Caswell,2021-06-30,2
0,0,1,Caswell,2021-07-01,0
0,0,1,Caswell,2021-07-03,0
0,1,0,Caswell,2021-07-04,1
0,0,0,Caswell,2021-07-09,0
0,0,0,Caswell,2021-07-10,0
0,1,1,Caswell,2021-07-15,1
0,0,1,Caswell,2021-07-25,0
0,0,5,Caswell,2021-07-26,0
0,0,3,Caswell,2021-07-29,0
0,0,4,Caswell,2021-08-01,0
0,0,8,Caswell,2021-08-04,0
0,2,3,Caswell,2021-08-05,2
0,1,2,Caswell,2021-08-07,1
0,2,9,Caswell,2021-08-11,2
0,2,16,Caswell,2021-08-17,2
0,1,3,Caswell,2021-08-20,1
0,0,3,Caswell,2021-08-21,0
0,1,19,Caswell,2021-08-27,1
0,0,1,Caswell,2021-08-28,0
0,1,2,Caswell,2021-08-29,1
0,5,28,Caswell,2021-09-07,5
0,1,24,Caswell,2021-09-09,1
0,2,13,Caswell,2021-09-10,2
0,1,9,Caswell,2021-09-12,1
0,7,23,Caswell,2021-09-13,7
0,3,10,Caswell,2021-09-15,3
0,0,15,Caswell,2021-09-16,0
1,5,17,Catawba,2021-03-26,5
0,9,8,Catawba,2021-03-27,9
0,5,13,Catawba,2021-04-03,5
0,11,12,Catawba,2021-04-05,11
0,8,17,Catawba,2021-04-08,8
0,9,16,Catawba,2021-04-09,9
0,6,10,Catawba,2021-04-10,6
0,9,10,Catawba,2021-04-11,9
0,4,14,Catawba,2021-04-23,4
0,8,17,Catawba,2021-04-28,8
0,10,9,Catawba,2021-05-02,10
0,16,18,Catawba,2021-05-03,16
0,9,21,Catawba,2021-05-11,9
1,2,14,Catawba,2021-05-12,2
0,2,4,Catawba,2021-05-15,2
0,12,15,Catawba,2021-05-17,12
1,8,13,Catawba,2021-05-19,8
0,2,9,Catawba,2021-05-21,2
0,3,7,Catawba,2021-05-23,3
0,1,9,Catawba,2021-06-02,1
0,1,7,Catawba,2021-06-03,1
0,0,4,Catawba,2021-06-06,0
0,0,2,Catawba,2021-06-08,0
2,0,6,Catawba,2021-06-11,0
0,3,1,Catawba,2021-06-13,3
0,4,8,Catawba,2021-06-15,4
0,0,2,Catawba,2021-06-19,0
0,5,5,Catawba,2021-06-24,5
0,2,6,Catawba,2021-06-26,2
0,1,6,Catawba,2021-06-30,1
0,1,12,Catawba,2021-07-01,1
0,0,18,Alamance,2021-05-13,0
0,0,2,Alamance,2021-05-29,0
0,0,1,Alamance,2021-05-31,0
0,0,6,Alamance,2021-06-01,0
0,0,6,Alamance,2021-06-10,0
0,0,6,Alamance,2021-06-12,0
0,0,8,Alamance,2021-06-21,0
0,0,3,Alamance,2021-06-22,0
0,0,2,Alamance,2021-06-25,0
0,0,2,Alamance,2021-07-11,0
0,0,2,Alexander,2021-03-31,0
0,0,1,Alexander,2021-04-01,0
0,0,2,Alexander,2021-04-04,0
0,0,1,Alexander,2021-04-17,0
0,0,4,Alexander,2021-04-19,0
0,0,0,Alexander,2021-04-25,0
0,0,2,Alexander,2021-04-29,0
0,0,5,Alexander,2021-04-30,0
0,0,0,Alexander,2021-05-01,0
0,0,3,Alexander,2021-05-05,0
0,0,6,Alexander,2021-05-06,0
0,0,1,Alexander,2021-05-13,0
0,0,0,Alexander,2021-05-16,0
0,0,0,Alexander,2021-05-20,0
0,0,1,Alexander,2021-05-22,0
0,0,2,Alexander,2021-05-24,0
0,0,1,Alexander,2021-05-26,0
0,0,0,Alexander,2021-05-29,0
0,0,0,Alexander,2021-05-30,0
0,0,0,Alexander,2021-06-01,0
0,0,0,Alexander,2021-06-05,0
0,0,1,Alexander,2021-06-09,0
0,0,0,Alexander,2021-06-10,0
0,0,1,Alexander,2021-06-12,0
0,0,1,Alexander,2021-06-16,0
0,0,2,Alexander,2021-06-18,0
0,0,0,Alexander,2021-06-22,0
0,0,3,Alexander,2021-06-23,0
0,0,0,Alexander,2021-06-27,0
0,0,0,Alexander,2021-07-02,0
0,0,2,Alexander,2021-07-06,0
0,0,1,Alexander,2021-07-07,0
0,0,4,Alexander,2021-07-21,0
0,0,4,Alexander,2021-07-22,0
0,0,1,Alexander,2021-09-18,0
0,0,1,Alleghany,2021-03-29,0
0,0,1,Alleghany,2021-03-31,0
0,0,0,Alleghany,2021-04-04,0
0,0,1,Alleghany,2021-04-06,0
0,0,1,Alleghany,2021-04-18,0
0,0,1,Alleghany,2021-04-20,0
0,0,1,Alleghany,2021-04-22,0
0,0,0,Alleghany,2021-04-24,0
0,0,0,Alleghany,2021-05-01,0
0,0,0,Alleghany,2021-05-05,0
0,0,4,Alleghany,2021-05-06,0
0,0,0,Alleghany,2021-05-08,0
0,0,0,Alleghany,2021-05-09,0
0,0,0,Alleghany,2021-05-10,0
0,0,1,Alleghany,2021-05-13,0
0,0,0,Alleghany,2021-05-14,0
0,0,0,Alleghany,2021-05-16,0
0,0,0,Alleghany,2021-05-20,0
0,0,0,Alleghany,2021-05-22,0
0,0,0,Alleghany,2021-05-24,0
0,0,0,Alleghany,2021-05-25,0
0,0,0,Alleghany,2021-05-26,0
0,0,0,Alleghany,2021-05-28,0
0,0,1,Alleghany,2021-05-29,0
0,0,0,Alleghany,2021-05-30,0
0,0,0,Alleghany,2021-05-31,0
0,0,0,Alleghany,2021-06-01,0
0,0,0,Alleghany,2021-06-04,0
0,0,0,Alleghany,2021-06-05,0
0,0,0,Alleghany,2021-06-09,0
0,0,0,Alleghany,2021-06-10,0
0,0,1,Alleghany,2021-06-12,0
0,0,0,Alleghany,2021-06-14,0
0,0,0,Alleghany,2021-06-16,0
0,0,0,Alleghany,2021-06-17,0
0,0,0,Alleghany,2021-06-18,0
0,0,0,Alleghany,2021-06-20,0
0,0,1,Alleghany,2021-06-23,0
0,0,0,Alleghany,2021-06-25,0
0,0,0,Alleghany,2021-06-27,0
0,0,0,Alleghany,2021-06-28,0
0,0,0,Alleghany,2021-06-29,0
0,0,0,Alleghany,2021-07-02,0
0,0,0,Alleghany,2021-07-05,0
0,0,0,Alleghany,2021-07-06,0
0,0,0,Alleghany,2021-07-08,0
0,0,1,Alleghany,2021-07-11,0
0,0,0,Alleghany,2021-07-12,0
0,0,0,Alleghany,2021-07-13,0
0,0,0,Alleghany,2021-07-14,0
0,0,0,Alleghany,2021-07-16,0
0,0,0,Alleghany,2021-07-17,0
0,0,0,Alleghany,2021-07-18,0
0,0,0,Alleghany,2021-07-19,0
0,0,2,Alleghany,2021-07-20,0
0,0,0,Alleghany,2021-07-21,0
0,0,0,Alleghany,2021-07-22,0
0,0,0,Alleghany,2021-07-23,0
0,0,0,Alleghany,2021-07-24,0
0,0,3,Alleghany,2021-07-27,0
0,0,2,Alleghany,2021-07-30,0
0,0,2,Alleghany,2021-08-03,0
0,0,5,Alleghany,2021-08-06,0
0,0,0,Alleghany,2021-08-08,0
0,0,0,Alleghany,2021-08-09,0
0,0,3,Alleghany,2021-08-10,0
0,0,4,Alleghany,2021-08-12,0
0,0,2,Alleghany,2021-08-15,0
0,0,1,Alleghany,2021-08-18,0
0,0,2,Alleghany,2021-08-22,0
0,0,8,Alleghany,2021-08-26,0
0,0,24,Alleghany,2021-08-31,0
0,0,20,Alleghany,2021-09-02,0
0,0,3,Alleghany,2021-09-04,0
0,0,7,Alleghany,2021-09-05,0
0,0,4,Alleghany,2021-09-06,0
0,0,3,Alleghany,2021-09-11,0
0,0,1,Alleghany,2021-09-18,0
0,0,1,Anson,2021-03-25,0
0,0,1,Anson,2021-03-28,0
0,0,1,Anson,2021-03-29,0
0,0,5,Anson,2021-03-30,0
0,0,0,Anson,2021-04-01,0
0,0,0,Anson,2021-04-02,0
0,0,1,Anson,2021-04-04,0
0,0,5,Anson,2021-04-12,0
0,0,2,Anson,2021-04-13,0
0,0,5,Anson,2021-04-16,0
0,0,1,Anson,2021-04-18,0
0,0,5,Anson,2021-04-24,0
0,0,0,Anson,2021-04-25,0
0,0,3,Anson,2021-04-27,0
0,0,4,Anson,2021-05-01,0
0,0,1,Anson,2021-05-07,0
0,0,1,Anson,2021-05-09,0
0,0,0,Anson,2021-05-13,0
0,0,0,Anson,2021-05-14,0
0,0,3,Anson,2021-05-18,0
0,0,2,Anson,2021-05-22,0
0,0,0,Anson,2021-05-25,0
0,0,0,Anson,2021-05-26,0
0,0,1,Anson,2021-05-27,0
0,0,1,Anson,2021-05-28,0
0,0,0,Anson,2021-05-30,0
0,0,0,Anson,2021-05-31,0
0,0,1,Anson,2021-06-01,0
0,0,2,Anson,2021-06-05,0
0,0,0,Anson,2021-06-07,0
0,0,1,Anson,2021-06-09,0
0,0,1,Anson,2021-06-10,0
0,0,1,Anson,2021-06-12,0
0,0,3,Anson,2021-06-17,0
0,0,1,Anson,2021-06-18,0
0,0,0,Anson,2021-06-20,0
0,0,2,Anson,2021-06-21,0
0,0,0,Anson,2021-06-22,0
0,0,0,Anson,2021-06-23,0
0,0,0,Anson,2021-06-25,0
0,0,0,Anson,2021-06-27,0
0,0,4,Anson,2021-06-28,0
0,0,2,Anson,2021-06-29,0
0,0,0,Anson,2021-07-02,0
0,0,1,Anson,2021-07-05,0
0,0,2,Anson,2021-07-06,0
0,0,1,Anson,2021-07-11,0
0,0,0,Anson,2021-07-13,0
0,0,4,Anson,2021-07-14,0
0,0,0,Anson,2021-07-17,0
0,0,2,Anson,2021-07-18,0
0,0,0,Anson,2021-07-19,0
0,0,1,Anson,2021-07-20,0
0,0,0,Anson,2021-07-23,0
0,0,1,Anson,2021-07-24,0
0,0,7,Anson,2021-07-28,0
0,0,6,Anson,2021-07-30,0
0,0,4,Anson,2021-07-31,0
0,0,6,Anson,2021-08-08,0
0,0,10,Anson,2021-08-10,0
0,0,4,Anson,2021-08-14,0
0,0,10,Anson,2021-08-22,0
0,0,13,Anson,2021-09-04,0
0,0,2,Anson,2021-09-18,0
0,0,0,Ashe,2021-03-30,0
0,0,2,Ashe,2021-04-02,0
0,0,2,Ashe,2021-04-14,0
0,0,2,Ashe,2021-04-15,0
0,0,0,Ashe,2021-04-16,0
0,0,1,Ashe,2021-04-17,0
0,0,0,Ashe,2021-04-18,0
0,0,0,Ashe,2021-04-24,0
0,0,4,Ashe,2021-04-25,0
0,0,0,Ashe,2021-05-01,0
0,0,1,Ashe,2021-05-06,0
0,0,0,Ashe,2021-05-08,0
0,0,1,Ashe,2021-05-09,0
0,0,0,Ashe,2021-05-14,0
0,0,0,Ashe,2021-05-16,0
0,0,2,Ashe,2021-05-18,0
0,0,1,Ashe,2021-05-20,0
0,0,2,Ashe,2021-05-22,0
0,0,0,Ashe,2021-05-25,0
0,0,0,Ashe,2021-05-26,0
0,0,0,Ashe,2021-05-27,0
0,0,0,Ashe,2021-05-29,0
0,0,0,Ashe,2021-05-30,0
0,0,0,Ashe,2021-05-31,0
0,0,0,Ashe,2021-06-01,0
0,0,0,Ashe,2021-06-04,0
0,0,0,Ashe,2021-06-05,0
0,0,1,Ashe,2021-06-09,0
0,0,2,Ashe,2021-06-10,0
0,0,0,Ashe,2021-06-12,0
0,0,1,Ashe,2021-06-14,0
0,0,1,Ashe,2021-06-17,0
0,0,1,Ashe,2021-06-18,0
0,0,0,Ashe,2021-06-20,0
0,0,0,Ashe,2021-06-21,0
0,0,0,Ashe,2021-06-22,0
0,0,0,Ashe,2021-06-23,0
0,0,0,Ashe,2021-06-27,0
0,0,0,Ashe,2021-06-28,0
0,0,2,Ashe,2021-06-29,0
0,0,0,Ashe,2021-07-02,0
0,0,0,Ashe,2021-07-05,0
0,0,1,Ashe,2021-07-06,0
0,0,0,Ashe,2021-07-11,0
0,0,0,Ashe,2021-07-13,0
0,0,2,Ashe,2021-07-14,0
0,0,2,Ashe,2021-07-16,0
0,0,0,Ashe,2021-07-17,0
0,0,1,Ashe,2021-07-18,0
0,0,3,Ashe,2021-07-21,0
0,0,12,Ashe,2021-07-22,0
0,0,3,Ashe,2021-07-24,0
0,0,8,Ashe,2021-08-02,0
0,0,18,Ashe,2021-08-09,0
0,0,4,Ashe,2021-08-15,0
0,0,13,Ashe,2021-09-02,0
0,0,8,Ashe,2021-09-04,0
0,0,6,Ashe,2021-09-05,0
0,0,2,Ashe,2021-09-11,0
0,0,0,Ashe,2021-09-18,0
0,0,9,Avery,2021-03-24,0
0,0,1,Avery,2021-03-25,0
0,0,6,Avery,2021-03-29,0
0,0,1,Avery,2021-04-01,0
0,0,2,Avery,2021-04-02,0
0,0,0,Avery,2021-04-14,0
0,0,2,Avery,2021-04-15,0
0,0,2,Avery,2021-04-18,0
0,0,5,Avery,2021-04-19,0
0,0,2,Avery,2021-04-21,0
0,0,3,Avery,2021-04-22,0
0,0,2,Avery,2021-04-24,0
0,0,3,Avery,2021-04-25,0
0,0,2,Avery,2021-04-26,0
0,0,0,Avery,2021-04-27,0
0,0,2,Avery,2021-04-30,0
0,0,0,Avery,2021-05-01,0
0,0,2,Avery,2021-05-04,0
0,0,3,Avery,2021-05-05,0
0,0,1,Avery,2021-05-06,0
0,0,2,Avery,2021-05-07,0
0,0,0,Avery,2021-05-08,0
0,0,0,Avery,2021-05-09,0
0,0,3,Avery,2021-05-10,0
0,0,2,Avery,2021-05-16,0
0,0,0,Avery,2021-05-18,0
0,0,0,Avery,2021-05-20,0
0,0,0,Avery,2021-05-22,0
0,0,0,Avery,2021-05-24,0
0,0,0,Avery,2021-05-25,0
0,0,0,Avery,2021-05-26,0
0,0,0,Avery,2021-05-27,0
0,0,2,Avery,2021-05-28,0
0,0,0,Avery,2021-05-29,0
0,0,0,Avery,2021-05-30,0
0,0,0,Avery,2021-05-31,0
0,0,0,Avery,2021-06-01,0
0,0,0,Avery,2021-06-04,0
0,0,0,Avery,2021-06-05,0
0,0,0,Avery,2021-06-07,0
0,0,0,Avery,2021-06-09,0
0,0,0,Avery,2021-06-10,0
0,0,0,Avery,2021-06-12,0
0,0,0,Avery,2021-06-14,0
0,0,1,Avery,2021-06-16,0
0,0,0,Avery,2021-06-17,0
0,0,0,Avery,2021-06-18,0
0,0,0,Avery,2021-06-20,0
0,0,0,Avery,2021-06-21,0
0,0,0,Avery,2021-06-22,0
0,0,0,Avery,2021-06-23,0
0,0,0,Avery,2021-06-25,0
0,0,0,Avery,2021-06-27,0
0,0,0,Avery,2021-06-28,0
0,0,0,Avery,2021-06-29,0
0,0,0,Avery,2021-07-02,0
0,0,0,Avery,2021-07-05,0
0,0,2,Avery,2021-07-06,0
0,0,0,Avery,2021-07-07,0
0,0,0,Avery,2021-07-08,0
0,0,0,Avery,2021-07-11,0
0,0,0,Avery,2021-07-12,0
0,0,0,Avery,2021-07-13,0
0,0,0,Avery,2021-07-14,0
0,0,0,Avery,2021-07-17,0
0,0,2,Avery,2021-07-18,0
0,0,1,Avery,2021-07-20,0
0,0,0,Avery,2021-07-21,0
0,0,1,Avery,2021-07-22,0
0,0,1,Avery,2021-07-23,0
0,0,1,Avery,2021-07-24,0
0,0,0,Avery,2021-07-28,0
0,0,1,Avery,2021-07-30,0
0,0,3,Avery,2021-07-31,0
0,0,3,Avery,2021-08-02,0
0,0,4,Avery,2021-08-03,0
0,0,4,Avery,2021-08-06,0
0,0,3,Avery,2021-08-08,0
0,0,3,Avery,2021-08-09,0
0,0,3,Avery,2021-08-14,0
0,0,2,Avery,2021-08-15,0
0,0,10,Avery,2021-08-16,0
0,0,4,Avery,2021-08-18,0
0,0,5,Avery,2021-08-19,0
0,0,1,Avery,2021-08-22,0
0,0,6,Avery,2021-08-24,0
0,0,4,Avery,2021-08-25,0
0,0,7,Avery,2021-08-26,0
0,0,7,Avery,2021-08-31,0
0,0,9,Avery,2021-09-01,0
0,0,10,Avery,2021-09-02,0
0,0,8,Avery,2021-09-04,0
0,0,5,Avery,2021-09-05,0
0,0,10,Avery,2021-09-08,0
0,0,12,Avery,2021-09-14,0
0,0,4,Avery,2021-09-17,0
0,0,1,Beaufort,2021-03-28,0
0,0,2,Beaufort,2021-03-29,0
0,0,2,Beaufort,2021-03-31,0
0,0,1,Beaufort,2021-04-01,0
0,0,1,Beaufort,2021-04-02,0
0,0,2,Beaufort,2021-04-12,0
0,0,3,Beaufort,2021-04-13,0
0,0,4,Beaufort,2021-04-14,0
0,0,4,Beaufort,2021-04-15,0
0,0,2,Beaufort,2021-04-18,0
0,0,8,Beaufort,2021-04-20,0
0,0,7,Beaufort,2021-04-21,0
0,0,0,Beaufort,2021-04-24,0
0,0,3,Beaufort,2021-04-25,0
0,0,8,Beaufort,2021-05-05,0
0,0,1,Beaufort,2021-05-08,0
0,0,4,Beaufort,2021-05-09,0
0,0,7,Beaufort,2021-05-13,0
0,0,1,Beaufort,2021-05-16,0
0,0,5,Beaufort,2021-05-20,0
0,0,2,Beaufort,2021-05-27,0
0,0,2,Beaufort,2021-05-29,0
0,0,0,Beaufort,2021-05-31,0
0,0,5,Beaufort,2021-06-01,0
0,0,3,Beaufort,2021-06-07,0
0,0,4,Beaufort,2021-06-10,0
0,0,5,Beaufort,2021-06-14,0
0,0,3,Beaufort,2021-06-17,0
0,0,0,Beaufort,2021-06-20,0
0,0,3,Beaufort,2021-06-21,0
0,0,1,Beaufort,2021-06-22,0
0,0,2,Beaufort,2021-06-23,0
0,0,3,Beaufort,2021-06-27,0
0,0,5,Beaufort,2021-06-28,0
0,0,3,Beaufort,2021-07-05,0
0,0,0,Beaufort,2021-07-07,0
0,0,2,Beaufort,2021-07-11,0
0,0,0,Beaufort,2021-07-12,0
0,0,5,Beaufort,2021-07-14,0
0,0,3,Beaufort,2021-07-16,0
0,0,0,Beaufort,2021-07-17,0
0,0,1,Beaufort,2021-07-18,0
