county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,sars_cov2_normalized
Jackson,Tuckaseigee,13296,9.03,2021-09-11,,
Jackson,Tuckaseigee,13296,1.5,2021-09-12,,
Jackson,Tuckaseigee,13296,1.5,2021-09-13,196544.066271562,770530324.85086
Jackson,Tuckaseigee,13296,5.26,2021-09-14,,
Jackson,Tuckaseigee,13296,3.76,2021-09-15,,
Jackson,Tuckaseigee,13296,4.51,2021-09-16,,
Jackson,Tuckaseigee,13296,6.02,2021-09-17,76224.2783538159,500090548.530315
Jackson,Tuckaseigee,13296,1.5,2021-09-18,,
Jackson,Tuckaseigee,13296,1.5,2021-09-19,,
Jackson,Tuckaseigee,13296,1.5,2021-09-20,162902.902091276,858381990.701574
Jackson,Tuckaseigee,13296,9.03,2021-09-21,,
Jackson,Tuckaseigee,13296,1.5,2021-09-22,,
Jackson,Tuckaseigee,13296,4.51,2021-09-23,,
Jackson,Tuckaseigee,13296,5.26,2021-09-24,48343.7546907561,361016265.135085
Jackson,Tuckaseigee,13296,6.02,2021-09-25,,
Jackson,Tuckaseigee,13296,5.26,2021-09-26,,
Jackson,Tuckaseigee,13296,1.5,2021-09-27,26555.1108753099,143737109.35237
Jackson,Tuckaseigee,13296,4.51,2021-09-28,,
Jackson,Tuckaseigee,13296,3.76,2021-09-29,,
Jackson,Tuckaseigee,13296,6.77,2021-09-30,,
Jackson,Tuckaseigee,13296,1.5,2021-10-01,,
Jackson,Tuckaseigee,13296,6.77,2021-10-02,,
Jackson,Tuckaseigee,13296,1.5,2021-10-03,,
Jackson,Tuckaseigee,13296,1.5,2021-10-04,18569.231359429,85482534.5349467
Jackson,Tuckaseigee,13296,3.76,2021-10-05,,
Jackson,Tuckaseigee,13296,1.5,2021-10-06,,
Jackson,Tuckaseigee,13296,4.51,2021-10-07,,
Jackson,Tuckaseigee,13296,3.76,2021-10-08,,
Jackson,Tuckaseigee,13296,1.5,2021-10-09,60974.7182232112,939030221.170129
Jackson,Tuckaseigee,13296,1.5,2021-10-10,,
Jackson,Tuckaseigee,13296,1.5,2021-10-11,,
Jackson,Tuckaseigee,13296,3.76,2021-10-12,,
Jackson,Tuckaseigee,13296,1.5,2021-10-13,54765.4966883347,376907959.351197
Jackson,Tuckaseigee,13296,1.5,2021-10-14,,
Jackson,Tuckaseigee,13296,1.5,2021-10-15,,
Jackson,Tuckaseigee,13296,1.5,2021-10-16,24201.7910345495,180314766.624686
Jackson,Tuckaseigee,13296,0,2021-10-17,,
Jackson,Tuckaseigee,13296,1.5,2021-10-18,24413.0598491873,125416404.482
Jackson,Tuckaseigee,13296,1.5,2021-10-19,,
Jackson,Tuckaseigee,13296,1.5,2021-10-20,,
Jackson,Tuckaseigee,13296,1.5,2021-10-21,,
Jackson,Tuckaseigee,13296,1.5,2021-10-22,,
Jackson,Tuckaseigee,13296,1.5,2021-10-23,7968.96379713198,45970265.3348504
Jackson,Tuckaseigee,13296,1.5,2021-10-24,,
Jackson,Tuckaseigee,13296,1.5,2021-10-25,5937.4342202672,20040488.8918314
Jackson,Tuckaseigee,13296,1.5,2021-10-26,,
Jackson,Tuckaseigee,13296,0,2021-10-27,,
Jackson,Tuckaseigee,13296,1.5,2021-10-28,,
Jackson,Tuckaseigee,13296,1.5,2021-10-29,,
Jackson,Tuckaseigee,13296,0,2021-10-30,25415.0116269893,160469349.734831
Jackson,Tuckaseigee,13296,1.5,2021-10-31,,
Jackson,Tuckaseigee,13296,0,2021-11-01,,
Jackson,Tuckaseigee,13296,1.5,2021-11-02,77410.4337608311,287039135.81369
Jackson,Tuckaseigee,13296,0,2021-11-03,,
Jackson,Tuckaseigee,13296,3.76,2021-11-04,,
Jackson,Tuckaseigee,13296,0,2021-11-05,,
Jackson,Tuckaseigee,13296,1.5,2021-11-06,,
Jackson,Tuckaseigee,13296,1.5,2021-11-07,,
Jackson,Tuckaseigee,13296,1.5,2021-11-08,6791.48266581017,40620139.4844836
Jackson,Tuckaseigee,13296,1.5,2021-11-09,,
Jackson,Tuckaseigee,13296,0,2021-11-10,,
Jackson,Tuckaseigee,13296,1.5,2021-11-11,,
Jackson,Tuckaseigee,13296,1.5,2021-11-12,23004.7018498393,142081644.521155
Jackson,Tuckaseigee,13296,1.5,2021-11-13,,
Jackson,Tuckaseigee,13296,1.5,2021-11-14,,
Jackson,Tuckaseigee,13296,0,2021-11-15,34889.6350728981,149798381.038229
Jackson,Tuckaseigee,13296,3.76,2021-11-16,,
Jackson,Tuckaseigee,13296,0,2021-11-17,,
Jackson,Tuckaseigee,13296,1.5,2021-11-18,,
Jackson,Tuckaseigee,13296,1.5,2021-11-19,,
Jackson,Tuckaseigee,13296,1.5,2021-11-20,0,14410999.1382321
Jackson,Tuckaseigee,13296,1.5,2021-11-21,,
Jackson,Tuckaseigee,13296,0,2021-11-22,17925.795634225,86739139.6927062
Jackson,Tuckaseigee,13296,0,2021-11-23,,
Jackson,Tuckaseigee,13296,0,2021-11-24,,
Jackson,Tuckaseigee,13296,1.5,2021-11-25,,
Jackson,Tuckaseigee,13296,0,2021-11-26,,
Jackson,Tuckaseigee,13296,1.5,2021-11-27,,
Jackson,Tuckaseigee,13296,1.5,2021-11-28,,
Jackson,Tuckaseigee,13296,0,2021-11-29,49874.3849028738,25364153.2982339
Jackson,Tuckaseigee,13296,1.5,2021-11-30,,
Jackson,Tuckaseigee,13296,1.5,2021-12-01,,
Jackson,Tuckaseigee,13296,1.5,2021-12-02,,
Jackson,Tuckaseigee,13296,4.51,2021-12-03,5607.04288551461,24282049.5669012
Jackson,Tuckaseigee,13296,1.5,2021-12-04,,
Jackson,Tuckaseigee,13296,0,2021-12-05,,
Jackson,Tuckaseigee,13296,1.5,2021-12-06,6962.07049662671,28793964.800041
Jackson,Tuckaseigee,13296,3.76,2021-12-07,,
Jackson,Tuckaseigee,13296,1.5,2021-12-08,,
Jackson,Tuckaseigee,13296,0,2021-12-09,,
Jackson,Tuckaseigee,13296,1.5,2021-12-10,,
Jackson,Tuckaseigee,13296,1.5,2021-12-11,14353.5435513325,75797704.5280372
Jackson,Tuckaseigee,13296,1.5,2021-12-12,,
Jackson,Tuckaseigee,13296,1.5,2021-12-13,4198.4,14242308.5128682
Jackson,Tuckaseigee,13296,1.5,2021-12-14,,
Jackson,Tuckaseigee,13296,0,2021-12-15,,
Jackson,Tuckaseigee,13296,0,2021-12-16,,
Jackson,Tuckaseigee,13296,1.5,2021-12-17,,
Jackson,Tuckaseigee,13296,0,2021-12-18,190511.632753488,1010421468.61042
Jackson,Tuckaseigee,13296,1.5,2021-12-19,,
Jackson,Tuckaseigee,13296,1.5,2021-12-20,,
Jackson,Tuckaseigee,13296,1.5,2021-12-21,82266.0690199794,428289204.346389
Jackson,Tuckaseigee,13296,1.5,2021-12-22,,
Jackson,Tuckaseigee,13296,1.5,2021-12-23,,
Jackson,Tuckaseigee,13296,1.5,2021-12-24,142255.231184516,784694716.263435
Jackson,Tuckaseigee,13296,0,2021-12-25,,
Jackson,Tuckaseigee,13296,1.5,2021-12-26,,
Jackson,Tuckaseigee,13296,3.76,2021-12-27,441228.632717325,1529712166.70495
Jackson,Tuckaseigee,13296,5.26,2021-12-28,,
Jackson,Tuckaseigee,13296,7.52,2021-12-29,,
Jackson,Tuckaseigee,13296,6.77,2021-12-30,,
Jackson,Tuckaseigee,13296,5.26,2021-12-31,,
Jackson,Tuckaseigee,13296,3.76,2022-01-01,691542.828876304,4219504375.20521
Jackson,Tuckaseigee,13296,1.5,2022-01-02,,
Jackson,Tuckaseigee,13296,9.78,2022-01-03,,
Jackson,Tuckaseigee,13296,17.3,2022-01-04,395189.748880813,2143613946.56908
Jackson,Tuckaseigee,13296,28.58,2022-01-05,,
Jackson,Tuckaseigee,13296,31.59,2022-01-06,,
Jackson,Tuckaseigee,13296,24.82,2022-01-07,415302.910048846,2879658604.46186
Jackson,Tuckaseigee,13296,15.79,2022-01-08,,
Jackson,Tuckaseigee,13296,1.5,2022-01-09,,
Jackson,Tuckaseigee,13296,9.03,2022-01-10,,
Jackson,Tuckaseigee,13296,24.82,2022-01-11,57119.7845149997,403602370.354369
Jackson,Tuckaseigee,13296,17.3,2022-01-12,,
Jackson,Tuckaseigee,13296,18.8,2022-01-13,,
Jackson,Tuckaseigee,13296,18.8,2022-01-14,,
Jackson,Tuckaseigee,13296,32.34,2022-01-15,860672.665508369,5765247566.35203
Jackson,Tuckaseigee,13296,6.77,2022-01-16,,
Jackson,Tuckaseigee,13296,4.51,2022-01-17,,
Jackson,Tuckaseigee,13296,6.02,2022-01-18,,
Jackson,Tuckaseigee,13296,29.33,2022-01-19,392725.283803934,2502193755.11866
Jackson,Tuckaseigee,13296,27.83,2022-01-20,,
Jackson,Tuckaseigee,13296,21.81,2022-01-21,337016.883844356,2168534650.95775
Jackson,Tuckaseigee,13296,8.27,2022-01-22,,
Jackson,Tuckaseigee,13296,10.53,2022-01-23,,
Jackson,Tuckaseigee,13296,6.02,2022-01-24,286956.702294963,1533469521.67809
Jackson,Tuckaseigee,13296,30.08,2022-01-25,,
Jackson,Tuckaseigee,13296,25.57,2022-01-26,,
Jackson,Tuckaseigee,13296,13.54,2022-01-27,,
Jackson,Tuckaseigee,13296,27.83,2022-01-28,,
Jackson,Tuckaseigee,13296,7.52,2022-01-29,305182.298630048,2268496967.67623
Jackson,Tuckaseigee,13296,1.5,2022-01-30,,
Jackson,Tuckaseigee,13296,5.26,2022-01-31,,
Jackson,Tuckaseigee,13296,7.52,2022-02-01,253119.696748238,1455803495.76231
Jackson,Tuckaseigee,13296,6.02,2022-02-02,,
Jackson,Tuckaseigee,13296,4.51,2022-02-03,,
Jackson,Tuckaseigee,13296,6.02,2022-02-04,,
Jackson,Tuckaseigee,13296,5.26,2022-02-05,,
Jackson,Tuckaseigee,13296,1.5,2022-02-06,22721.7270329524,267625683.487793
Jackson,Tuckaseigee,13296,1.5,2022-02-07,,
Jackson,Tuckaseigee,13296,9.78,2022-02-08,98928.5560003785,519579322.051905
Jackson,Tuckaseigee,13296,4.51,2022-02-09,,
Jackson,Tuckaseigee,13296,5.26,2022-02-10,,
Jackson,Tuckaseigee,13296,6.02,2022-02-11,,
Jackson,Tuckaseigee,13296,1.5,2022-02-12,62299.6789718856,454149274.325202
Jackson,Tuckaseigee,13296,1.5,2022-02-13,,
Jackson,Tuckaseigee,13296,1.5,2022-02-14,,
Jackson,Tuckaseigee,13296,3.76,2022-02-15,63737.7439199099,332925587.020666
Jackson,Tuckaseigee,13296,8.27,2022-02-16,,
Jackson,Tuckaseigee,13296,4.51,2022-02-17,,
Jackson,Tuckaseigee,13296,3.76,2022-02-18,,
Jackson,Tuckaseigee,13296,3.76,2022-02-19,7132.67130884356,61002491.6828908
Jackson,Tuckaseigee,13296,1.5,2022-02-20,,
Jackson,Tuckaseigee,13296,1.5,2022-02-21,,
Jackson,Tuckaseigee,13296,6.02,2022-02-22,5477.22557505167,37098105.2941048
Jackson,Tuckaseigee,13296,1.5,2022-02-23,,
Jackson,Tuckaseigee,13296,4.51,2022-02-24,,
Jackson,Tuckaseigee,13296,1.5,2022-02-25,,
Jackson,Tuckaseigee,13296,4.51,2022-02-26,26610.6181814704,226061067.382204
Jackson,Tuckaseigee,13296,1.5,2022-02-27,,
Jackson,Tuckaseigee,13296,1.5,2022-02-28,,
Jackson,Tuckaseigee,13296,1.5,2022-03-01,6864.765108873,47284197.4844383
Jackson,Tuckaseigee,13296,1.5,2022-03-02,,
Mcdowell,Marion,8459,,2021-06-03,,
Mcdowell,Marion,8459,2.36,2021-06-04,,
Mcdowell,Marion,8459,0,2021-06-05,,
Mcdowell,Marion,8459,0,2021-06-06,,
Mcdowell,Marion,8459,0,2021-06-07,,
Mcdowell,Marion,8459,0,2021-06-08,,
Mcdowell,Marion,8459,0,2021-06-09,,
Mcdowell,Marion,8459,0,2021-06-10,,
Mcdowell,Marion,8459,2.36,2021-06-11,,
Mcdowell,Marion,8459,2.36,2021-06-12,,
Mcdowell,Marion,8459,0,2021-06-13,,
Mcdowell,Marion,8459,0,2021-06-14,,
Mcdowell,Marion,8459,0,2021-06-15,,
Mcdowell,Marion,8459,0,2021-06-16,,
Mcdowell,Marion,8459,2.36,2021-06-17,1551.61206491829,1483375.41830357
Mcdowell,Marion,8459,0,2021-06-18,,
Mcdowell,Marion,8459,2.36,2021-06-19,,
Mcdowell,Marion,8459,0,2021-06-20,,
Mcdowell,Marion,8459,2.36,2021-06-21,,
Mcdowell,Marion,8459,2.36,2021-06-22,4264.97362242723,4164162.40484116
Mcdowell,Marion,8459,2.36,2021-06-23,,
Mcdowell,Marion,8459,2.36,2021-06-24,0,320305.801415114
Mcdowell,Marion,8459,0,2021-06-25,,
Mcdowell,Marion,8459,0,2021-06-26,,
Mcdowell,Marion,8459,0,2021-06-27,,
Mcdowell,Marion,8459,0,2021-06-28,,
Mcdowell,Marion,8459,2.36,2021-06-29,0,1642243.12544862
Mcdowell,Marion,8459,2.36,2021-06-30,,
Mcdowell,Marion,8459,2.36,2021-07-01,3897.11431702998,5945309.67649513
Mcdowell,Marion,8459,0,2021-07-02,,
Mcdowell,Marion,8459,0,2021-07-03,,
Mcdowell,Marion,8459,0,2021-07-04,,
Mcdowell,Marion,8459,0,2021-07-05,,
Mcdowell,Marion,8459,0,2021-07-06,63146.6547015754,88242368.6379998
Mcdowell,Marion,8459,0,2021-07-07,,
Mcdowell,Marion,8459,0,2021-07-08,4750,7343063.33222277
Mcdowell,Marion,8459,2.36,2021-07-09,,
Mcdowell,Marion,8459,0,2021-07-10,,
Mcdowell,Marion,8459,0,2021-07-11,,
Mcdowell,Marion,8459,0,2021-07-12,,
Mcdowell,Marion,8459,0,2021-07-13,2500,3864770.17485409
Mcdowell,Marion,8459,0,2021-07-14,,
Mcdowell,Marion,8459,2.36,2021-07-15,0,459306.4322179
Mcdowell,Marion,8459,0,2021-07-16,,
Mcdowell,Marion,8459,0,2021-07-17,,
Mcdowell,Marion,8459,2.36,2021-07-18,,
Mcdowell,Marion,8459,0,2021-07-19,,
Mcdowell,Marion,8459,2.36,2021-07-20,0,767525.222258861
Mcdowell,Marion,8459,2.36,2021-07-21,,
Mcdowell,Marion,8459,2.36,2021-07-22,0,562046.028898219
Mcdowell,Marion,8459,0,2021-07-23,,
Mcdowell,Marion,8459,2.36,2021-07-24,,
Mcdowell,Marion,8459,2.36,2021-07-25,,
Mcdowell,Marion,8459,2.36,2021-07-26,,
Mcdowell,Marion,8459,2.36,2021-07-27,129397.642946075,263206395.344427
Mcdowell,Marion,8459,2.36,2021-07-28,,
Mcdowell,Marion,8459,2.36,2021-07-29,5868.34729715276,12056111.4451678
Mcdowell,Marion,8459,2.36,2021-07-30,,
Mcdowell,Marion,8459,2.36,2021-07-31,,
Mcdowell,Marion,8459,0,2021-08-01,,
Mcdowell,Marion,8459,2.36,2021-08-02,,
Mcdowell,Marion,8459,7.09,2021-08-03,10368.2206766639,16871911.5947268
Mcdowell,Marion,8459,2.36,2021-08-04,,
Mcdowell,Marion,8459,2.36,2021-08-05,8645.80823289529,18817392.6956431
Mcdowell,Marion,8459,2.36,2021-08-06,,
Mcdowell,Marion,8459,2.36,2021-08-07,,
Mcdowell,Marion,8459,2.36,2021-08-08,,
Mcdowell,Marion,8459,5.91,2021-08-09,,
Mcdowell,Marion,8459,9.46,2021-08-10,76239.7534098845,204703602.712692
Mcdowell,Marion,8459,5.91,2021-08-11,,
Mcdowell,Marion,8459,5.91,2021-08-12,47341.8419582508,104964325.956298
Mcdowell,Marion,8459,2.36,2021-08-13,,
Mcdowell,Marion,8459,17.73,2021-08-14,,
Mcdowell,Marion,8459,2.36,2021-08-15,,
Mcdowell,Marion,8459,9.46,2021-08-16,,
Mcdowell,Marion,8459,26.01,2021-08-17,74958.3217528247,266825895.246321
Mcdowell,Marion,8459,14.19,2021-08-18,,
Mcdowell,Marion,8459,2.36,2021-08-19,10606.6017177982,86946354.8638296
Mcdowell,Marion,8459,8.28,2021-08-20,,
Mcdowell,Marion,8459,7.09,2021-08-21,,
Mcdowell,Marion,8459,2.36,2021-08-22,,
Mcdowell,Marion,8459,2.36,2021-08-23,,
Mcdowell,Marion,8459,11.82,2021-08-24,30199.337741083,63271002.5242873
Mcdowell,Marion,8459,9.46,2021-08-25,,
Mcdowell,Marion,8459,11.82,2021-08-26,53781.9672380995,100645551.311918
Mcdowell,Marion,8459,13,2021-08-27,,
Mcdowell,Marion,8459,26.01,2021-08-28,,
Mcdowell,Marion,8459,2.36,2021-08-29,,
Mcdowell,Marion,8459,14.19,2021-08-30,,
Mcdowell,Marion,8459,23.64,2021-08-31,111663.557170636,177164267.678699
Mcdowell,Marion,8459,11.82,2021-09-01,,
Mcdowell,Marion,8459,9.46,2021-09-02,164240.677056568,380851482.111642
Mcdowell,Marion,8459,17.73,2021-09-03,,
Mcdowell,Marion,8459,11.82,2021-09-04,,
Mcdowell,Marion,8459,10.64,2021-09-05,,
Mcdowell,Marion,8459,5.91,2021-09-06,,
Mcdowell,Marion,8459,10.64,2021-09-07,82158.3836257751,121995782.934376
Mcdowell,Marion,8459,18.91,2021-09-08,,
Mcdowell,Marion,8459,24.83,2021-09-09,45205.779497759,68044927.2458619
Mcdowell,Marion,8459,8.28,2021-09-10,,
Mcdowell,Marion,8459,15.37,2021-09-11,,
Mcdowell,Marion,8459,7.09,2021-09-12,,
Mcdowell,Marion,8459,11.82,2021-09-13,,
Mcdowell,Marion,8459,14.19,2021-09-14,40123.2476252858,81614279.3371
Mcdowell,Marion,8459,22.46,2021-09-15,,
Mcdowell,Marion,8459,10.64,2021-09-16,34819.1757513012,70825322.0824378
Mcdowell,Marion,8459,20.1,2021-09-17,,
Mcdowell,Marion,8459,8.28,2021-09-18,,
Mcdowell,Marion,8459,8.28,2021-09-19,,
Mcdowell,Marion,8459,8.28,2021-09-20,,
Mcdowell,Marion,8459,10.64,2021-09-21,67082.0393249937,128263823.663435
Mcdowell,Marion,8459,5.91,2021-09-22,,
Mcdowell,Marion,8459,2.36,2021-09-23,46135.6694976892,131381717.505386
Mcdowell,Marion,8459,16.55,2021-09-24,,
Mcdowell,Marion,8459,5.91,2021-09-25,,
Mcdowell,Marion,8459,16.55,2021-09-26,,
Mcdowell,Marion,8459,2.36,2021-09-27,,
Mcdowell,Marion,8459,7.09,2021-09-28,39439.8275858301,65783796.2479923
Mcdowell,Marion,8459,7.09,2021-09-29,,
Mcdowell,Marion,8459,8.28,2021-09-30,16522.7116418583,28567374.045786
Mcdowell,Marion,8459,7.09,2021-10-01,,
Mcdowell,Marion,8459,5.91,2021-10-02,,
Mcdowell,Marion,8459,2.36,2021-10-03,,
Mcdowell,Marion,8459,2.36,2021-10-04,,
Mcdowell,Marion,8459,7.09,2021-10-05,11472.7939055838,18202618.4908776
Mcdowell,Marion,8459,2.36,2021-10-06,,
Mcdowell,Marion,8459,9.46,2021-10-07,9539.39201416947,17463579.9833384
Mcdowell,Marion,8459,2.36,2021-10-08,,
Mcdowell,Marion,8459,2.36,2021-10-09,,
Mcdowell,Marion,8459,2.36,2021-10-10,,
Mcdowell,Marion,8459,7.09,2021-10-11,,
Mcdowell,Marion,8459,2.36,2021-10-12,6538.34841531101,15560515.9576364
Mcdowell,Marion,8459,0,2021-10-13,,
Mcdowell,Marion,8459,2.36,2021-10-14,13322.9125944742,37939996.490651
Mcdowell,Marion,8459,2.36,2021-10-15,,
Mcdowell,Marion,8459,2.36,2021-10-16,,
Mcdowell,Marion,8459,2.36,2021-10-17,,
Mcdowell,Marion,8459,0,2021-10-18,,
Mcdowell,Marion,8459,2.36,2021-10-19,29843.3409657833,46742101.9176693
Mcdowell,Marion,8459,2.36,2021-10-20,,
Mcdowell,Marion,8459,0,2021-10-21,4723.6109069228,7878763.0797718
Mcdowell,Marion,8459,2.36,2021-10-22,,
Mcdowell,Marion,8459,0,2021-10-23,,
Mcdowell,Marion,8459,2.36,2021-10-24,,
Mcdowell,Marion,8459,2.36,2021-10-25,,
Mcdowell,Marion,8459,2.36,2021-10-26,0,447219.420843744
Mcdowell,Marion,8459,2.36,2021-10-27,,
Mcdowell,Marion,8459,0,2021-10-28,0,453262.926530822
Mcdowell,Marion,8459,2.36,2021-10-29,,
Mcdowell,Marion,8459,2.36,2021-10-30,,
Mcdowell,Marion,8459,0,2021-10-31,,
Mcdowell,Marion,8459,2.36,2021-11-01,,
Mcdowell,Marion,8459,0,2021-11-02,0,863214.924572762
Mcdowell,Marion,8459,0,2021-11-03,,
Mcdowell,Marion,8459,0,2021-11-04,4415.88043316392,6646899.27127483
Mcdowell,Marion,8459,2.36,2021-11-05,,
Mcdowell,Marion,8459,0,2021-11-06,,
Mcdowell,Marion,8459,0,2021-11-07,,
Mcdowell,Marion,8459,0,2021-11-08,,
Mcdowell,Marion,8459,0,2021-11-09,2622.02212042538,3840068.04208208
Mcdowell,Marion,8459,0,2021-11-10,,
Mcdowell,Marion,8459,0,2021-11-11,4062.01920231798,5288006.96010212
Mcdowell,Marion,8459,2.36,2021-11-12,,
Mcdowell,Marion,8459,2.36,2021-11-13,,
Mcdowell,Marion,8459,2.36,2021-11-14,,
Mcdowell,Marion,8459,0,2021-11-15,,
Mcdowell,Marion,8459,2.36,2021-11-16,13488.4209602162,19754392.5598435
Mcdowell,Marion,8459,0,2021-11-17,,
Mcdowell,Marion,8459,0,2021-11-18,9708.2439194738,14613103.8669165
Mcdowell,Marion,8459,0,2021-11-19,,
Mcdowell,Marion,8459,2.36,2021-11-20,,
Mcdowell,Marion,8459,2.36,2021-11-21,,
Mcdowell,Marion,8459,0,2021-11-22,,
Mcdowell,Marion,8459,2.36,2021-11-23,9117.29126440524,13167224.7902279
Mcdowell,Marion,8459,0,2021-11-24,,
Mcdowell,Marion,8459,2.36,2021-11-25,,
Mcdowell,Marion,8459,0,2021-11-26,,
Mcdowell,Marion,8459,2.36,2021-11-27,,
Mcdowell,Marion,8459,2.36,2021-11-28,,
Mcdowell,Marion,8459,0,2021-11-29,,
Mcdowell,Marion,8459,2.36,2021-11-30,0,973837.772754235
Mcdowell,Marion,8459,0,2021-12-01,,
Mcdowell,Marion,8459,0,2021-12-02,9130.99118387485,11886882.4907099
Mcdowell,Marion,8459,2.36,2021-12-03,,
Mcdowell,Marion,8459,2.36,2021-12-04,,
Mcdowell,Marion,8459,2.36,2021-12-05,,
Mcdowell,Marion,8459,2.36,2021-12-06,,
Mcdowell,Marion,8459,2.36,2021-12-07,13774.9773139559,19333480.9593502
Mcdowell,Marion,8459,2.36,2021-12-08,,
Mcdowell,Marion,8459,2.36,2021-12-09,18614.5104689863,24989963.8004376
Mcdowell,Marion,8459,5.91,2021-12-10,,
Mcdowell,Marion,8459,2.36,2021-12-11,,
Mcdowell,Marion,8459,2.36,2021-12-12,,
Mcdowell,Marion,8459,2.36,2021-12-13,,
Mcdowell,Marion,8459,2.36,2021-12-14,15835.0876221131,20936491.2277861
Mcdowell,Marion,8459,2.36,2021-12-15,,
Mcdowell,Marion,8459,0,2021-12-16,17170.1048336928,24797127.0699293
Mcdowell,Marion,8459,2.36,2021-12-17,,
Mcdowell,Marion,8459,0,2021-12-18,,
Mcdowell,Marion,8459,5.91,2021-12-19,,
Mcdowell,Marion,8459,0,2021-12-20,,
Mcdowell,Marion,8459,2.36,2021-12-21,22912.8784747792,25167697.3940352
Mcdowell,Marion,8459,2.36,2021-12-22,,
Mcdowell,Marion,8459,7.09,2021-12-23,19006.5778087482,25902924.6724563
Mcdowell,Marion,8459,2.36,2021-12-24,,
Mcdowell,Marion,8459,2.36,2021-12-25,,
Mcdowell,Marion,8459,0,2021-12-26,,
Mcdowell,Marion,8459,2.36,2021-12-27,,
Mcdowell,Marion,8459,18.91,2021-12-28,,
Mcdowell,Marion,8459,15.37,2021-12-29,,
Mcdowell,Marion,8459,11.82,2021-12-30,313797.307190486,682972256.286249
Mcdowell,Marion,8459,16.55,2021-12-31,,
Mcdowell,Marion,8459,2.36,2022-01-01,,
Mcdowell,Marion,8459,2.36,2022-01-02,,
Mcdowell,Marion,8459,7.09,2022-01-03,,
Mcdowell,Marion,8459,17.73,2022-01-04,,
Mcdowell,Marion,8459,29.55,2022-01-05,,
Mcdowell,Marion,8459,29.55,2022-01-06,87357.0260482809,143930532.292964
Mcdowell,Marion,8459,21.28,2022-01-07,,
Mcdowell,Marion,8459,17.73,2022-01-08,,
Mcdowell,Marion,8459,15.37,2022-01-09,,
Mcdowell,Marion,8459,11.82,2022-01-10,,
Mcdowell,Marion,8459,39.01,2022-01-11,276586.333718787,360064880.279111
Mcdowell,Marion,8459,35.47,2022-01-12,,
Mcdowell,Marion,8459,29.55,2022-01-13,321480.94811357,431587887.807934
Mcdowell,Marion,8459,33.1,2022-01-14,,
Mcdowell,Marion,8459,22.46,2022-01-15,,
Mcdowell,Marion,8459,11.82,2022-01-16,,
Mcdowell,Marion,8459,2.36,2022-01-17,,
Mcdowell,Marion,8459,10.64,2022-01-18,,
Mcdowell,Marion,8459,13,2022-01-19,,
Mcdowell,Marion,8459,44.92,2022-01-20,1027116.71683407,1650505443.22019
Mcdowell,Marion,8459,33.1,2022-01-21,,
Mcdowell,Marion,8459,30.74,2022-01-22,,
Mcdowell,Marion,8459,2.36,2022-01-23,,
Mcdowell,Marion,8459,9.46,2022-01-24,,
Mcdowell,Marion,8459,37.83,2022-01-25,259699.345397712,406753831.095844
Mcdowell,Marion,8459,33.1,2022-01-26,,
Mcdowell,Marion,8459,22.46,2022-01-27,303108.891324553,579557595.130933
Mcdowell,Marion,8459,22.46,2022-01-28,,
Mcdowell,Marion,8459,17.73,2022-01-29,,
Mcdowell,Marion,8459,5.91,2022-01-30,,
Mcdowell,Marion,8459,5.91,2022-01-31,,
Mcdowell,Marion,8459,20.1,2022-02-01,42822.3072708606,67070394.4675379
Mcdowell,Marion,8459,16.55,2022-02-02,,
Mcdowell,Marion,8459,14.19,2022-02-03,79372.5393319377,109786580.760266
Mcdowell,Marion,8459,20.1,2022-02-04,,
Mcdowell,Marion,8459,10.64,2022-02-05,,
Mcdowell,Marion,8459,9.46,2022-02-06,,
Mcdowell,Marion,8459,7.09,2022-02-07,,
Mcdowell,Marion,8459,18.91,2022-02-08,96985.8237063541,163740617.17921
Mcdowell,Marion,8459,10.64,2022-02-09,,
Mcdowell,Marion,8459,8.28,2022-02-10,47203.0189712481,57609101.0157321
Mcdowell,Marion,8459,13,2022-02-11,,
Mcdowell,Marion,8459,10.64,2022-02-12,,
Mcdowell,Marion,8459,2.36,2022-02-13,,
Mcdowell,Marion,8459,2.36,2022-02-14,,
Mcdowell,Marion,8459,11.82,2022-02-15,47749.3455452533,51477016.1379009
Mcdowell,Marion,8459,2.36,2022-02-16,,
Mcdowell,Marion,8459,10.64,2022-02-17,60386.256714587,87210048.8338683
Mcdowell,Marion,8459,11.82,2022-02-18,,
Mcdowell,Marion,8459,2.36,2022-02-19,,
Mcdowell,Marion,8459,2.36,2022-02-20,,
Mcdowell,Marion,8459,2.36,2022-02-21,,
Mcdowell,Marion,8459,0,2022-02-22,56904.5253033535,81024230.8129694
Mcdowell,Marion,8459,2.36,2022-02-23,,
Mcdowell,Marion,8459,5.91,2022-02-24,,
Mcdowell,Marion,8459,5.91,2022-02-25,,
Mcdowell,Marion,8459,0,2022-02-26,,
Mcdowell,Marion,8459,0,2022-02-27,,
Mcdowell,Marion,8459,2.36,2022-02-28,,
Mcdowell,Marion,8459,2.36,2022-03-01,10908.7121146357,27070942.9350477
Mcdowell,Marion,8459,0,2022-03-02,,
Mecklenburg,Charlotte 1,68685,1.31,2021-03-28,,
Mecklenburg,Charlotte 1,68685,2.04,2021-03-29,14361.4066163451,20217775.6551013
