Reinfection,Total Cases by Date of Specimen collection,Total Antigen Cases by Date of Specimen Collection,Total Molecular Cases by Date of Specimen Collection,Death by Date of Death,County,Date
1,15,0,15,0,Dare,2022-05-29
1,12,0,12,0,Dare,2022-06-05
1,22,0,22,0,Dare,2022-06-08
1,7,0,7,0,Dare,2022-06-09
1,8,0,8,0,Dare,2022-06-11
2,31,0,31,0,Dare,2021-12-23
2,23,0,23,0,Dare,2021-12-24
2,49,0,49,0,Dare,2021-12-27
2,52,0,52,0,Dare,2021-12-31
2,51,0,51,0,Dare,2022-01-15
2,41,1,40,0,Dare,2022-01-16
2,84,1,83,0,Dare,2022-01-20
2,9,0,9,0,Dare,2022-01-29
2,9,0,9,0,Dare,2022-04-21
2,12,1,11,0,Dare,2022-05-06
2,10,0,10,0,Dare,2022-05-08
2,19,0,19,0,Dare,2022-05-18
2,20,0,20,0,Dare,2022-05-27
2,11,1,10,0,Dare,2022-05-30
2,21,0,21,0,Dare,2022-06-01
2,25,0,25,0,Dare,2022-06-02
2,17,0,17,0,Dare,2022-06-06
2,11,0,11,0,Dare,2022-06-10
3,68,1,67,0,Dare,2021-12-28
3,98,0,98,0,Dare,2022-01-04
3,96,0,96,0,Dare,2022-01-18
3,23,0,23,0,Dare,2022-01-22
3,48,0,48,0,Dare,2022-01-27
3,32,1,31,0,Dare,2022-01-28
3,19,0,19,0,Dare,2022-05-11
3,23,0,23,0,Dare,2022-05-17
3,27,0,27,0,Dare,2022-05-19
3,29,0,29,0,Dare,2022-05-23
3,28,0,28,0,Dare,2022-05-31
3,13,0,13,0,Dare,2022-06-07
4,29,0,29,0,Dare,2021-12-26
4,102,0,102,0,Dare,2022-01-05
4,84,0,84,0,Dare,2022-01-24
4,64,2,62,0,Dare,2022-01-25
4,57,2,55,0,Dare,2022-01-26
4,26,1,25,0,Dare,2022-05-20
5,44,1,43,0,Dare,2022-01-02
5,77,0,77,0,Dare,2022-01-17
5,53,2,51,0,Dare,2022-01-31
5,18,0,18,0,Dare,2022-05-25
6,58,1,57,0,Dare,2021-12-29
6,50,0,50,0,Dare,2022-01-08
7,91,0,91,0,Dare,2022-01-03
7,109,0,109,0,Dare,2022-01-11
8,64,0,64,0,Dare,2021-12-30
8,103,0,103,0,Dare,2022-01-06
9,108,2,106,0,Dare,2022-01-19
10,102,1,101,0,Dare,2022-01-12
10,110,1,109,0,Dare,2022-01-14
11,128,0,128,0,Dare,2022-01-10
0,40,2,38,0,Davidson,2021-12-18
0,8,0,8,0,Davidson,2022-03-05
0,5,1,4,0,Davidson,2022-03-09
0,6,4,2,0,Davidson,2022-03-10
0,8,3,5,0,Davidson,2022-03-11
0,2,0,2,0,Davidson,2022-03-13
0,2,0,2,0,Davidson,2022-03-19
0,1,0,1,0,Davidson,2022-03-20
0,8,3,5,0,Davidson,2022-03-21
0,5,2,3,0,Davidson,2022-03-22
0,1,0,1,0,Davidson,2022-03-24
0,2,0,2,0,Davidson,2022-03-25
0,1,0,1,0,Davidson,2022-03-26
0,5,2,3,0,Davidson,2022-03-27
0,2,0,2,0,Davidson,2022-03-28
0,6,1,5,0,Davidson,2022-03-29
0,7,3,4,0,Davidson,2022-03-30
0,5,1,4,0,Davidson,2022-04-01
0,4,2,2,0,Davidson,2022-04-02
0,8,2,6,0,Davidson,2022-04-04
0,10,8,2,0,Davidson,2022-04-06
0,11,3,8,0,Davidson,2022-04-07
0,6,2,4,0,Davidson,2022-04-09
0,6,2,4,0,Davidson,2022-04-15
0,9,1,8,0,Davidson,2022-04-18
0,13,2,11,0,Davidson,2022-04-22
0,6,2,4,0,Davidson,2022-04-23
0,19,1,18,0,Davidson,2022-04-24
0,20,1,19,0,Davidson,2022-04-28
0,20,3,17,0,Davidson,2022-04-29
1,34,5,29,0,Davidson,2022-02-23
1,11,3,8,0,Davidson,2022-02-25
1,26,6,20,0,Davidson,2022-02-28
1,13,5,8,0,Davidson,2022-03-01
1,15,6,9,0,Davidson,2022-03-03
1,3,0,3,0,Davidson,2022-03-12
1,4,1,3,0,Davidson,2022-03-14
1,4,0,4,0,Davidson,2022-03-15
1,5,2,3,0,Davidson,2022-03-18
1,5,0,5,0,Davidson,2022-04-03
1,8,3,5,0,Davidson,2022-04-08
1,9,4,5,0,Davidson,2022-04-10
1,19,6,13,0,Davidson,2022-04-11
1,12,4,8,0,Davidson,2022-04-12
1,7,1,6,0,Davidson,2022-04-14
1,12,3,9,0,Davidson,2022-04-16
1,3,0,3,0,Davidson,2022-04-17
1,10,0,10,0,Davidson,2022-04-30
1,15,1,14,0,Davidson,2022-05-01
1,23,3,20,0,Davidson,2022-05-06
2,77,3,74,0,Davidson,2021-12-14
2,110,15,95,0,Davidson,2021-12-20
2,64,6,58,0,Davidson,2022-02-06
2,71,19,52,0,Davidson,2022-02-14
2,13,2,11,0,Davidson,2022-02-20
2,11,1,10,0,Davidson,2022-03-06
2,5,1,4,0,Davidson,2022-03-17
2,17,7,10,0,Davidson,2022-04-13
2,14,1,13,0,Davidson,2022-04-20
2,14,1,13,0,Davidson,2022-04-21
2,18,3,15,0,Davidson,2022-05-07
2,24,1,23,0,Davidson,2022-05-08
2,24,4,20,0,Davidson,2022-06-04
3,5,1,4,0,Davidson,2022-03-31
3,17,2,15,0,Davidson,2022-04-19
3,31,7,24,0,Davidson,2022-05-11
3,34,8,26,0,Davidson,2022-05-13
3,27,5,22,0,Davidson,2022-05-15
3,22,2,20,0,Davidson,2022-05-21
3,21,3,18,0,Davidson,2022-05-29
3,24,1,23,0,Davidson,2022-06-05
3,44,10,34,0,Davidson,2022-06-07
3,21,0,21,0,Davidson,2022-06-11
4,40,3,37,0,Davidson,2022-02-17
4,48,7,41,0,Davidson,2022-02-18
4,47,23,24,0,Davidson,2022-05-10
4,16,1,15,0,Davidson,2022-05-14
4,45,9,36,0,Davidson,2022-06-09
5,31,7,24,0,Davidson,2022-04-26
5,19,4,15,0,Davidson,2022-04-27
5,28,9,19,0,Davidson,2022-05-05
5,70,26,44,0,Davidson,2022-05-26
5,47,12,35,0,Davidson,2022-05-27
5,44,9,35,0,Davidson,2022-06-03
6,97,15,82,0,Davidson,2021-12-23
6,49,10,39,0,Davidson,2022-02-16
6,55,10,45,0,Davidson,2022-05-12
6,74,26,48,0,Davidson,2022-05-16
6,30,7,23,0,Davidson,2022-05-22
6,59,17,42,0,Davidson,2022-06-02
7,38,11,27,0,Davidson,2022-05-02
7,39,10,29,0,Davidson,2022-05-09
7,46,9,37,0,Davidson,2022-05-18
7,46,17,29,0,Davidson,2022-05-19
7,54,18,36,0,Davidson,2022-05-20
7,36,6,30,0,Davidson,2022-05-30
8,270,36,234,0,Davidson,2021-12-27
8,68,18,50,0,Davidson,2022-05-23
8,34,1,33,0,Davidson,2022-05-28
8,68,18,50,0,Davidson,2022-06-08
9,68,15,53,0,Davidson,2022-05-24
9,65,13,52,0,Davidson,2022-06-01
12,161,19,142,0,Davidson,2022-02-03
12,80,19,61,0,Davidson,2022-06-06
16,228,23,205,0,Davidson,2022-01-15
17,186,18,168,0,Davidson,2022-01-09
18,219,16,203,0,Davidson,2022-01-08
23,253,40,213,0,Davidson,2022-01-28
27,354,40,314,0,Davidson,2021-12-29
40,413,63,350,0,Davidson,2022-01-03
53,556,44,512,0,Davidson,2022-01-18
56,574,59,515,0,Davidson,2022-01-19
,0,0,0,0,Davie,2022-03-05
,0,0,0,0,Davie,2022-03-06
,0,0,0,0,Davie,2022-03-10
,0,0,0,0,Davie,2022-03-20
,0,0,0,0,Davie,2022-04-04
,0,0,0,0,Davie,2022-04-05
0,30,6,24,0,Davie,2021-12-14
0,42,10,32,0,Davie,2021-12-15
0,30,7,23,0,Davie,2021-12-16
0,18,6,12,0,Davie,2021-12-18
0,15,3,12,0,Davie,2021-12-19
0,12,1,11,0,Davie,2021-12-24
0,2,0,2,0,Davie,2021-12-25
0,21,4,17,0,Davie,2021-12-26
0,24,4,20,0,Davie,2022-01-01
0,9,1,8,0,Davie,2022-01-16
0,30,4,26,0,Davie,2022-01-29
0,28,5,23,0,Davie,2022-02-11
0,21,4,17,0,Davie,2022-02-14
0,11,2,9,0,Davie,2022-02-16
0,7,2,5,0,Davie,2022-02-19
0,13,2,11,0,Davie,2022-02-22
0,9,1,8,0,Davie,2022-02-23
0,7,1,6,0,Davie,2022-02-24
0,6,0,6,0,Davie,2022-02-26
0,4,1,3,0,Davie,2022-02-27
0,5,1,4,0,Davie,2022-03-01
0,3,0,3,0,Davie,2022-03-02
0,4,2,2,0,Davie,2022-03-03
0,6,0,6,0,Davie,2022-03-04
0,2,0,2,0,Davie,2022-03-09
0,1,0,1,0,Davie,2022-03-11
0,1,0,1,0,Davie,2022-03-12
0,2,1,1,0,Davie,2022-03-13
0,1,0,1,0,Davie,2022-03-18
0,3,1,2,0,Davie,2022-03-22
0,1,1,0,0,Davie,2022-03-23
0,2,1,1,0,Davie,2022-03-25
0,1,0,1,0,Davie,2022-03-26
0,1,0,1,0,Davie,2022-03-27
0,3,0,3,0,Davie,2022-03-28
0,2,1,1,0,Davie,2022-03-30
0,1,1,0,0,Davie,2022-04-01
0,4,3,1,0,Davie,2022-04-02
0,2,1,1,0,Davie,2022-04-03
0,1,0,1,0,Davie,2022-04-06
0,3,1,2,0,Davie,2022-04-07
0,3,0,3,0,Davie,2022-04-08
0,2,0,2,0,Davie,2022-04-10
0,3,0,3,0,Davie,2022-04-13
0,3,2,1,0,Davie,2022-04-14
0,6,2,4,0,Davie,2022-04-15
0,2,1,1,0,Davie,2022-04-16
0,2,1,1,0,Davie,2022-04-17
0,6,3,3,0,Davie,2022-04-18
0,8,4,4,0,Davie,2022-04-19
0,6,3,3,0,Davie,2022-04-20
0,9,2,7,0,Davie,2022-04-22
0,5,3,2,0,Davie,2022-04-26
0,7,3,4,0,Davie,2022-04-27
0,4,0,4,0,Davie,2022-04-30
0,4,1,3,0,Davie,2022-05-01
0,11,5,6,0,Davie,2022-05-02
0,7,2,5,0,Davie,2022-05-04
0,5,1,4,0,Davie,2022-05-07
0,4,0,4,0,Davie,2022-05-08
0,22,6,16,0,Davie,2022-05-13
0,5,0,5,0,Davie,2022-05-14
0,11,4,7,0,Davie,2022-05-15
0,11,2,9,0,Davie,2022-05-20
0,11,1,10,0,Davie,2022-05-28
0,8,2,6,0,Davie,2022-06-02
0,2,0,2,0,Davie,2022-06-03
0,2,0,2,0,Davie,2022-06-04
0,4,0,4,0,Davie,2022-06-05
1,27,1,26,0,Davie,2021-12-22
1,32,6,26,0,Davie,2021-12-23
1,27,9,18,0,Davie,2022-01-23
1,26,7,19,0,Davie,2022-01-30
1,20,3,17,0,Davie,2022-02-10
1,6,0,6,0,Davie,2022-02-12
1,9,3,6,0,Davie,2022-02-20
1,6,4,2,0,Davie,2022-03-14
1,3,1,2,0,Davie,2022-03-15
1,6,1,5,0,Davie,2022-03-16
1,4,2,2,0,Davie,2022-03-21
1,4,3,1,0,Davie,2022-03-29
1,2,0,2,0,Davie,2022-04-09
1,3,1,2,0,Davie,2022-04-11
1,7,5,2,0,Davie,2022-04-29
1,11,6,5,0,Davie,2022-05-03
1,17,6,11,0,Davie,2022-05-06
1,26,11,15,0,Davie,2022-05-10
1,7,2,5,0,Davie,2022-05-21
1,23,10,13,0,Davie,2022-05-23
1,17,9,8,0,Davie,2022-05-24
1,15,6,9,0,Davie,2022-05-26
1,9,0,9,0,Davie,2022-05-29
1,8,1,7,0,Davie,2022-05-30
1,23,7,16,0,Davie,2022-06-01
1,15,4,11,0,Davie,2022-06-09
1,4,0,4,0,Davie,2022-06-11
2,37,8,29,0,Davie,2021-12-20
2,24,3,21,0,Davie,2022-02-06
2,34,8,26,0,Davie,2022-02-09
2,18,4,14,0,Davie,2022-02-17
2,13,1,12,0,Davie,2022-02-18
2,12,8,4,0,Davie,2022-02-28
2,5,2,3,0,Davie,2022-03-31
2,13,4,9,0,Davie,2022-04-25
2,11,3,8,0,Davie,2022-05-05
2,19,8,11,0,Davie,2022-05-11
2,15,9,6,0,Davie,2022-05-12
2,16,4,12,0,Davie,2022-05-16
2,21,6,15,0,Davie,2022-05-17
2,20,7,13,0,Davie,2022-05-19
2,16,1,15,0,Davie,2022-05-27
2,25,6,19,0,Davie,2022-06-06
2,15,0,15,0,Davie,2022-06-08
3,75,9,66,0,Davie,2021-12-28
3,34,5,29,0,Davie,2021-12-31
3,27,2,25,0,Davie,2022-01-09
3,35,7,28,0,Davie,2022-01-22
3,69,14,55,0,Davie,2022-01-26
3,69,15,54,0,Davie,2022-02-01
3,28,8,20,0,Davie,2022-05-18
3,11,4,7,0,Davie,2022-05-22
3,16,2,14,0,Davie,2022-06-07
3,18,6,12,0,Davie,2022-06-10
4,88,10,78,0,Davie,2021-12-27
4,35,7,28,0,Davie,2022-01-15
4,51,14,37,0,Davie,2022-02-03
4,23,7,16,0,Davie,2022-05-25
5,79,8,71,0,Davie,2021-12-30
5,76,13,63,0,Davie,2022-01-03
5,25,10,15,0,Davie,2022-05-09
6,110,23,87,0,Davie,2022-01-04
6,56,15,41,0,Davie,2022-02-07
6,35,8,27,0,Davie,2022-05-31
7,129,28,101,0,Davie,2022-01-13
7,105,19,86,0,Davie,2022-01-21
9,157,29,128,0,Davie,2022-01-14
10,109,17,92,0,Davie,2022-01-05
10,133,26,107,0,Davie,2022-01-24
10,94,17,77,0,Davie,2022-01-25
11,76,10,66,0,Davie,2021-12-29
11,136,20,116,0,Davie,2022-01-10
11,166,16,150,0,Davie,2022-01-11
12,127,30,97,0,Davie,2022-01-18
14,153,23,130,0,Davie,2022-01-12
14,161,35,126,0,Davie,2022-01-20
18,185,27,158,0,Davie,2022-01-19
,0,0,0,0,Duplin,2022-03-06
,0,0,0,0,Duplin,2022-03-12
,0,0,0,0,Duplin,2022-03-13
,0,0,0,0,Duplin,2022-03-19
,0,0,0,0,Duplin,2022-03-20
,0,0,0,0,Duplin,2022-03-21
,0,0,0,0,Duplin,2022-03-23
,0,0,0,0,Duplin,2022-03-26
,0,0,0,0,Duplin,2022-03-27
,0,0,0,0,Duplin,2022-03-31
,0,0,0,0,Duplin,2022-04-10
,0,0,0,0,Duplin,2022-04-11
,0,0,0,0,Duplin,2022-04-17
0,21,6,15,0,Duplin,2021-12-14
0,10,4,6,0,Duplin,2021-12-16
0,2,0,2,0,Duplin,2021-12-18
0,6,1,5,0,Duplin,2021-12-19
0,4,1,3,0,Duplin,2021-12-24
0,15,5,10,0,Duplin,2021-12-26
0,10,3,7,0,Duplin,2022-01-29
0,22,1,21,0,Duplin,2022-01-30
0,28,9,19,0,Duplin,2022-02-09
0,7,0,7,0,Duplin,2022-02-22
0,5,2,3,0,Duplin,2022-03-01
0,6,1,5,0,Duplin,2022-03-02
0,4,2,2,0,Duplin,2022-03-03
0,2,0,2,0,Duplin,2022-03-07
0,3,2,1,0,Duplin,2022-03-09
0,2,0,2,0,Duplin,2022-03-10
0,4,2,2,0,Duplin,2022-03-14
0,3,1,2,0,Duplin,2022-03-17
0,2,2,0,0,Duplin,2022-03-22
0,1,1,0,0,Duplin,2022-03-25
0,1,0,1,0,Duplin,2022-03-29
0,2,1,1,0,Duplin,2022-03-30
0,2,1,1,0,Duplin,2022-04-01
0,1,0,1,0,Duplin,2022-04-02
0,1,0,1,0,Duplin,2022-04-03
0,1,1,0,0,Duplin,2022-04-06
0,1,0,1,0,Duplin,2022-04-08
0,1,0,1,0,Duplin,2022-04-09
0,1,0,1,0,Duplin,2022-04-12
0,1,1,0,0,Duplin,2022-04-13
0,2,1,1,0,Duplin,2022-04-14
0,3,0,3,0,Duplin,2022-04-16
0,2,0,2,0,Duplin,2022-04-20
0,1,1,0,0,Duplin,2022-04-22
0,1,0,1,0,Duplin,2022-04-23
0,3,1,2,0,Duplin,2022-04-26
0,8,3,5,0,Duplin,2022-04-27
0,1,1,0,0,Duplin,2022-04-28
0,2,1,1,0,Duplin,2022-04-30
0,1,0,1,0,Duplin,2022-05-01
0,2,0,2,0,Duplin,2022-05-06
0,2,1,1,0,Duplin,2022-05-08
0,8,4,4,0,Duplin,2022-05-12
0,2,0,2,0,Duplin,2022-05-14
0,2,1,1,0,Duplin,2022-05-15
0,15,6,9,0,Duplin,2022-05-16
0,2,1,1,0,Duplin,2022-05-18
0,4,2,2,0,Duplin,2022-05-20
0,2,1,1,0,Duplin,2022-05-21
0,13,2,11,0,Duplin,2022-05-26
0,4,4,0,0,Duplin,2022-05-27
0,4,1,3,0,Duplin,2022-05-28
0,1,0,1,0,Duplin,2022-05-29
0,3,0,3,0,Duplin,2022-05-30
0,3,1,2,0,Duplin,2022-06-04
0,9,3,6,0,Duplin,2022-06-07
0,6,1,5,0,Duplin,2022-06-10
1,16,7,9,0,Duplin,2021-12-15
1,21,7,14,0,Duplin,2021-12-20
1,20,12,8,0,Duplin,2021-12-21
1,11,2,9,0,Duplin,2022-02-06
1,20,9,11,0,Duplin,2022-02-11
1,26,6,20,0,Duplin,2022-02-14
1,19,6,13,0,Duplin,2022-02-16
1,11,4,7,0,Duplin,2022-02-17
1,14,4,10,0,Duplin,2022-02-21
1,10,2,8,0,Duplin,2022-02-23
1,6,3,3,0,Duplin,2022-02-24
1,5,1,4,0,Duplin,2022-02-27
1,6,2,4,0,Duplin,2022-02-28
1,2,1,1,0,Duplin,2022-03-24
1,3,3,0,0,Duplin,2022-04-04
1,1,0,1,0,Duplin,2022-04-07
1,2,1,1,0,Duplin,2022-04-15
1,2,0,2,0,Duplin,2022-04-18
1,4,1,3,0,Duplin,2022-04-19
1,4,2,2,0,Duplin,2022-04-21
1,3,0,3,0,Duplin,2022-04-24
1,3,1,2,0,Duplin,2022-04-25
1,3,1,2,0,Duplin,2022-05-04
1,9,5,4,0,Duplin,2022-05-05
1,3,1,2,0,Duplin,2022-05-07
1,6,1,5,0,Duplin,2022-05-10
1,10,1,9,0,Duplin,2022-05-13
1,7,1,6,0,Duplin,2022-05-22
1,16,10,6,0,Duplin,2022-05-23
1,20,10,10,0,Duplin,2022-05-31
1,10,5,5,0,Duplin,2022-06-02
1,10,2,8,0,Duplin,2022-06-09
1,12,2,10,0,Duplin,2022-06-11
2,16,7,9,0,Duplin,2021-12-22
2,41,16,25,0,Duplin,2021-12-27
2,49,21,28,0,Duplin,2021-12-31
2,30,4,26,0,Duplin,2022-01-02
2,14,5,9,0,Duplin,2022-02-18
2,5,2,3,0,Duplin,2022-04-29
2,8,4,4,0,Duplin,2022-05-11
2,9,5,4,0,Duplin,2022-05-19
2,16,7,9,0,Duplin,2022-05-24
2,8,3,5,0,Duplin,2022-06-03
2,6,2,4,0,Duplin,2022-06-08
3,44,10,34,0,Duplin,2022-02-03
3,14,8,6,0,Duplin,2022-06-01
4,91,21,70,0,Duplin,2021-12-29
4,9,3,6,0,Duplin,2022-05-03
5,72,25,47,0,Duplin,2021-12-28
5,58,18,40,0,Duplin,2022-01-21
5,20,8,12,0,Duplin,2022-06-06
7,125,59,66,0,Duplin,2022-01-08
7,105,54,51,0,Duplin,2022-01-15
9,141,52,89,0,Duplin,2022-01-26
10,93,43,50,0,Duplin,2021-12-30
11,63,21,42,0,Duplin,2022-02-01
13,110,54,56,0,Duplin,2022-01-31
14,224,95,129,0,Duplin,2022-01-24
18,144,67,77,0,Duplin,2022-01-04
18,196,74,122,0,Duplin,2022-01-07
21,178,52,126,0,Duplin,2022-01-03
21,264,102,162,0,Duplin,2022-01-14
23,256,100,156,0,Duplin,2022-01-06
31,297,147,150,0,Duplin,2022-01-13
36,398,163,235,0,Duplin,2022-01-18
43,292,123,169,0,Duplin,2022-01-11
0,25,9,16,0,Durham,2022-02-26
0,36,4,32,0,Durham,2022-03-01
0,10,0,10,0,Durham,2022-03-06
0,18,0,18,0,Durham,2022-03-08
0,23,3,20,0,Durham,2022-03-10
0,19,2,17,0,Durham,2022-03-11
0,17,1,16,0,Durham,2022-03-12
0,13,2,11,0,Durham,2022-03-13
0,44,7,37,0,Durham,2022-03-14
0,13,4,9,0,Durham,2022-03-20
0,55,6,49,0,Durham,2022-04-04
1,49,1,48,0,Durham,2022-02-20
1,42,2,40,0,Durham,2022-03-02
1,28,1,27,0,Durham,2022-03-07
1,14,2,12,0,Durham,2022-03-27
1,30,3,27,0,Durham,2022-03-28
1,41,3,38,0,Durham,2022-04-09
2,44,7,37,0,Durham,2022-02-25
2,26,5,21,0,Durham,2022-03-04
2,41,4,37,0,Durham,2022-03-22
2,32,3,29,0,Durham,2022-03-30
2,31,1,30,0,Durham,2022-03-31
2,33,7,26,0,Durham,2022-04-03
2,37,3,34,0,Durham,2022-04-17
3,87,7,80,0,Durham,2021-12-18
3,85,3,82,0,Durham,2021-12-25
3,43,4,39,0,Durham,2022-02-28
3,41,1,40,0,Durham,2022-03-16
3,25,3,22,0,Durham,2022-03-24
3,23,0,23,0,Durham,2022-03-25
3,33,3,30,0,Durham,2022-04-01
3,23,1,22,0,Durham,2022-04-02
3,30,1,29,0,Durham,2022-04-10
3,87,5,82,0,Durham,2022-04-11
3,126,7,119,0,Durham,2022-06-04
4,79,10,69,0,Durham,2021-12-15
4,94,6,88,0,Durham,2021-12-17
4,74,4,70,0,Durham,2022-02-23
4,36,11,25,0,Durham,2022-03-23
4,128,14,114,0,Durham,2022-04-20
4,82,2,80,0,Durham,2022-04-23
4,101,8,93,0,Durham,2022-05-08
4,125,7,118,0,Durham,2022-05-14
4,82,11,71,0,Durham,2022-05-30
5,172,6,166,0,Durham,2021-12-24
5,24,0,24,0,Durham,2022-03-15
5,115,8,107,0,Durham,2022-04-12
5,54,3,51,0,Durham,2022-04-16
5,88,8,80,0,Durham,2022-04-24
5,153,9,144,0,Durham,2022-04-25
6,77,3,74,0,Durham,2022-04-08
6,133,6,127,0,Durham,2022-04-13
6,84,7,77,0,Durham,2022-04-30
6,90,5,85,0,Durham,2022-05-21
6,113,10,103,0,Durham,2022-05-22
7,158,8,150,0,Durham,2021-12-20
7,80,20,60,0,Durham,2022-04-15
7,122,9,113,0,Durham,2022-04-22
7,116,4,112,0,Durham,2022-04-29
7,78,8,70,0,Durham,2022-05-01
7,160,12,148,0,Durham,2022-05-02
7,99,8,91,0,Durham,2022-05-07
7,150,13,137,0,Durham,2022-05-28
7,134,8,126,0,Durham,2022-05-29
8,147,10,137,0,Durham,2022-01-29
8,114,10,104,0,Durham,2022-02-17
8,43,4,39,0,Durham,2022-02-24
8,130,7,123,0,Durham,2022-04-28
8,188,14,174,0,Durham,2022-05-04
8,151,12,139,0,Durham,2022-05-06
8,203,28,175,0,Durham,2022-06-06
8,106,2,104,0,Durham,2022-06-11
10,255,13,242,0,Durham,2021-12-22
10,208,17,191,0,Durham,2022-05-12
10,114,4,110,0,Durham,2022-05-15
10,170,10,160,0,Durham,2022-05-20
10,172,8,164,0,Durham,2022-05-26
11,173,6,167,0,Durham,2022-01-22
11,219,8,211,0,Durham,2022-02-09
11,149,5,144,0,Durham,2022-04-19
11,151,9,142,0,Durham,2022-04-26
11,154,19,135,0,Durham,2022-06-09
12,117,14,103,0,Durham,2022-02-14
12,153,7,146,0,Durham,2022-05-13
12,223,14,209,0,Durham,2022-05-17
12,113,16,97,0,Durham,2022-06-05
12,150,7,143,0,Durham,2022-06-10
13,137,10,127,0,Durham,2022-02-10
13,122,11,111,0,Durham,2022-04-21
13,164,4,160,0,Durham,2022-04-27
13,180,15,165,0,Durham,2022-06-07
13,162,7,155,0,Durham,2022-06-08
14,166,11,155,0,Durham,2022-05-03
14,223,8,215,0,Durham,2022-05-19
14,233,16,217,0,Durham,2022-05-25
15,193,16,177,0,Durham,2022-05-05
15,227,12,215,0,Durham,2022-05-11
15,218,17,201,0,Durham,2022-05-24
15,144,12,132,0,Durham,2022-05-27
16,327,16,311,0,Durham,2022-01-01
16,239,14,225,0,Durham,2022-05-10
16,213,14,199,0,Durham,2022-06-03
17,196,20,176,0,Durham,2021-12-21
17,219,14,205,0,Durham,2022-05-09
17,229,12,217,0,Durham,2022-05-18
17,285,17,268,0,Durham,2022-06-01
18,235,15,220,0,Durham,2022-05-16
19,218,16,202,0,Durham,2022-05-23
22,270,12,258,0,Durham,2021-12-23
23,230,11,219,0,Durham,2022-06-02
27,482,30,452,0,Durham,2022-01-27
34,617,45,572,0,Durham,2022-01-17
36,337,31,306,0,Durham,2022-05-31
38,567,41,526,0,Durham,2021-12-31
40,617,43,574,0,Durham,2021-12-27
50,712,41,671,0,Durham,2022-01-08
52,683,49,634,0,Durham,2022-01-02
53,907,55,852,0,Durham,2021-12-28
69,973,37,936,0,Durham,2021-12-29
72,1199,50,1149,0,Durham,2022-01-13
83,1066,71,995,0,Durham,2021-12-30
93,1323,96,1227,0,Durham,2022-01-06
97,1282,80,1202,0,Durham,2022-01-12
100,1546,125,1421,0,Durham,2022-01-04
,0,0,0,0,Edgecombe,2022-03-06
,0,0,0,0,Edgecombe,2022-03-12
,0,0,0,0,Edgecombe,2022-03-20
,0,0,0,0,Edgecombe,2022-03-23
,0,0,0,0,Edgecombe,2022-03-26
,0,0,0,0,Edgecombe,2022-04-01
,0,0,0,0,Edgecombe,2022-04-02
,0,0,0,0,Edgecombe,2022-04-03
,0,0,0,0,Edgecombe,2022-04-04
,0,0,0,0,Edgecombe,2022-04-07
,0,0,0,0,Edgecombe,2022-04-10
,0,0,0,0,Edgecombe,2022-04-16
,0,0,0,0,Edgecombe,2022-04-20
0,8,1,7,0,Edgecombe,2021-12-15
0,8,1,7,0,Edgecombe,2021-12-18
0,15,0,15,0,Edgecombe,2021-12-20
0,14,5,9,0,Edgecombe,2021-12-24
0,15,1,14,0,Edgecombe,2022-01-30
0,11,0,11,0,Edgecombe,2022-02-05
0,2,0,2,0,Edgecombe,2022-02-12
0,7,1,6,0,Edgecombe,2022-02-13
0,11,0,11,0,Edgecombe,2022-02-17
0,6,2,4,0,Edgecombe,2022-02-19
0,3,1,2,0,Edgecombe,2022-02-20
0,8,0,8,0,Edgecombe,2022-02-22
0,1,0,1,0,Edgecombe,2022-02-27
0,9,6,3,0,Edgecombe,2022-02-28
0,9,1,8,0,Edgecombe,2022-03-02
0,5,0,5,0,Edgecombe,2022-03-03
0,5,3,2,0,Edgecombe,2022-03-04
0,1,0,1,0,Edgecombe,2022-03-05
0,2,0,2,0,Edgecombe,2022-03-08
0,1,0,1,0,Edgecombe,2022-03-10
0,1,0,1,0,Edgecombe,2022-03-11
0,1,0,1,0,Edgecombe,2022-03-13
0,3,1,2,0,Edgecombe,2022-03-16
0,3,1,2,0,Edgecombe,2022-03-17
0,3,1,2,0,Edgecombe,2022-03-18
0,1,0,1,0,Edgecombe,2022-03-19
0,1,0,1,0,Edgecombe,2022-03-22
0,1,0,1,0,Edgecombe,2022-03-25
0,1,0,1,0,Edgecombe,2022-03-27
0,1,0,1,0,Edgecombe,2022-03-29
0,2,0,2,0,Edgecombe,2022-03-30
0,2,0,2,0,Edgecombe,2022-03-31
0,1,0,1,0,Edgecombe,2022-04-06
0,1,0,1,0,Edgecombe,2022-04-08
0,3,0,3,0,Edgecombe,2022-04-12
0,1,0,1,0,Edgecombe,2022-04-13
0,6,6,0,0,Edgecombe,2022-04-14
0,1,1,0,0,Edgecombe,2022-04-17
0,2,0,2,0,Edgecombe,2022-04-21
0,7,1,6,0,Edgecombe,2022-04-22
0,2,0,2,0,Edgecombe,2022-04-23
0,5,1,4,0,Edgecombe,2022-04-25
0,5,1,4,0,Edgecombe,2022-04-26
0,5,3,2,0,Edgecombe,2022-04-28
0,1,1,0,0,Edgecombe,2022-04-29
0,3,0,3,0,Edgecombe,2022-04-30
0,1,1,0,0,Edgecombe,2022-05-01
0,4,1,3,0,Edgecombe,2022-05-06
0,2,0,2,0,Edgecombe,2022-05-07
0,2,0,2,0,Edgecombe,2022-05-08
0,5,1,4,0,Edgecombe,2022-05-14
